Code,Department,Procedure,Trunk Description,Branch Description,Stem Description,Stem Child Description,Code Description (Leaf)
63196,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Incision Procedures on the Spine and Spinal Cord,,,LAM CORDOTOMY SCTJ BOTH SPINOTHALMIC TRACTS CRV
63197,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Incision Procedures on the Spine and Spinal Cord,,,LAM W/CORDOTOMY SCTJ SPINOTHALAMIC TRC 1STG THRC
63198,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Incision Procedures on the Spine and Spinal Cord,,,LAM CORDOTOMY SCTJ BOTH TRACTS 2 STAGES CERVICAL
63199,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Incision Procedures on the Spine and Spinal Cord,,,LAM CORDOTOMY SCTJ BOTH TRACTS 2 STAGES THORACIC
63200,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Incision Procedures on the Spine and Spinal Cord,,,LAMINECTOMY RELEASE TETHERED SPINAL CORD LUMBAR
63250,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Excision by Laminectomy of Lesion Other Than Herniated Disk Procedures,,,LAM EXC/OCCLUSION AVM SPINAL CORD CERVICAL
63251,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Excision by Laminectomy of Lesion Other Than Herniated Disk Procedures,,,LAM EXC/OCCLUSION AVM SPINAL CORD THORACIC
63252,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Excision by Laminectomy of Lesion Other Than Herniated Disk Procedures,,,LAM EXC/OCCLUSION AVM SPI CORD THORACOLUMBAR
63265,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Excision by Laminectomy of Lesion Other Than Herniated Disk Procedures,,,LAM EXC/EVAC ISPI LES OTH/THN NEO XDRL CERVICAL
63266,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Excision by Laminectomy of Lesion Other Than Herniated Disk Procedures,,,LAM EXC/EVAC ISPI LES OTH/THN NEO XDRL THORACIC
63267,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Excision by Laminectomy of Lesion Other Than Herniated Disk Procedures,,,LAM EXC/EVAC ISPI LESION OTH/THN NEO XDRL LUMBAR
63268,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Excision by Laminectomy of Lesion Other Than Herniated Disk Procedures,,,LAM EXC/EVAC ISPI LES OTH/THN NEO XDRL SACRAL
63270,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Excision by Laminectomy of Lesion Other Than Herniated Disk Procedures,,,LAM EXC ISPI LES OTH/THN NEO IDRL CERVICAL
63271,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Excision by Laminectomy of Lesion Other Than Herniated Disk Procedures,,,LAM EXC ISPI LES OTH/THN NEO IDRL THORACIC
63272,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Excision by Laminectomy of Lesion Other Than Herniated Disk Procedures,,,LAM EXC ISPI LES OTH/THN NEO IDRL LUMBAR
63273,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Excision by Laminectomy of Lesion Other Than Herniated Disk Procedures,,,LAM EXC ISPI LES OTH/THN NEO IDRL SACRAL
63275,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Excision by Laminectomy of Lesion Other Than Herniated Disk Procedures,,,LAMINECTOMY BX/EXC ISPI NEO XDRL CERVICAL
63276,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Excision by Laminectomy of Lesion Other Than Herniated Disk Procedures,,,LAMINECTOMY BX/EXC ISPI NEO XDRL THORACIC
63277,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Excision by Laminectomy of Lesion Other Than Herniated Disk Procedures,,,LAMINECTOMY BX/EXC ISPI NEO XDRL LUMBAR
63278,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Excision by Laminectomy of Lesion Other Than Herniated Disk Procedures,,,LAMINECTOMY BX/EXC ISPI NEO XDRL SACRAL
63280,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Excision by Laminectomy of Lesion Other Than Herniated Disk Procedures,,,LAM BX/EXC ISPI NEO IDRL XMED CERVICAL
63281,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Excision by Laminectomy of Lesion Other Than Herniated Disk Procedures,,,LAM BX/EXC ISPI NEO IDRL XMED THORACIC
63282,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Excision by Laminectomy of Lesion Other Than Herniated Disk Procedures,,,LAM BX/EXC ISPI NEO IDRL XMED LUMBAR
63283,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Excision by Laminectomy of Lesion Other Than Herniated Disk Procedures,,,LAM BX/EXC ISPI NEO IDRL SACRAL
63285,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Excision by Laminectomy of Lesion Other Than Herniated Disk Procedures,,,LAM BX/EXC ISPI NEO IDRL IMED CERVICAL
63286,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Excision by Laminectomy of Lesion Other Than Herniated Disk Procedures,,,LAM BX/EXC ISPI NEO IDRL IMED THORACIC
63287,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Excision by Laminectomy of Lesion Other Than Herniated Disk Procedures,,,LAM BX/EXC ISPI NEO IDRL IMED THORACOLMBR
63290,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Excision by Laminectomy of Lesion Other Than Herniated Disk Procedures,,,LAM BX/EXC ISPI NEO XDRL-IDRL LES ANY LVL
63295,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Excision by Laminectomy of Lesion Other Than Herniated Disk Procedures,,,OSTPL RCNSTJ DORSAL SPI ELMNTS FLWG ISPI PX
63300,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,"Excision, Anterior or Anterolateral Approach, Intraspinal Lesion Procedures on the Spine and Spinal Cord ",,,VCRPEC LES 1 SGM XDRL CERVICAL
63301,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,"Excision, Anterior or Anterolateral Approach, Intraspinal Lesion Procedures on the Spine and Spinal Cord ",,,VCRPEC LES 1 SGM XDRL THORACIC TTHRC
63302,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,"Excision, Anterior or Anterolateral Approach, Intraspinal Lesion Procedures on the Spine and Spinal Cord ",,,VCRPEC LES 1 SEG XDRL THRC THORACOLMBR
63303,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,"Excision, Anterior or Anterolateral Approach, Intraspinal Lesion Procedures on the Spine and Spinal Cord ",,,VCRPEC LES 1 SEG XDRL LMBR/SAC TRANSPRTL/RPR
63304,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,"Excision, Anterior or Anterolateral Approach, Intraspinal Lesion Procedures on the Spine and Spinal Cord ",,,VERTEBRAL CORPECTOMY EXC LES 1 SEG IDRL CERVICAL
63305,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,"Excision, Anterior or Anterolateral Approach, Intraspinal Lesion Procedures on the Spine and Spinal Cord ",,,VERTEBRAL CORPECTOMY LES 1 SEG IDRL THRC TTHRC
63306,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,"Excision, Anterior or Anterolateral Approach, Intraspinal Lesion Procedures on the Spine and Spinal Cord ",,,VERTEBRL CORPECT LES 1 SEG IDRL THRC THORACOLMBR
63307,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,"Excision, Anterior or Anterolateral Approach, Intraspinal Lesion Procedures on the Spine and Spinal Cord ",,,VCRPEC LES 1 SEG IDRL LMBR/SAC TRANSPRTL/RPR
63308,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,"Excision, Anterior or Anterolateral Approach, Intraspinal Lesion Procedures on the Spine and Spinal Cord ",,,VERTEBRAL CORPECTOMY EXC INDRL LES EACH SEG
63600,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Stereotaxis Procedures on the Spine and Spinal Cord,,,CREATION LES SPINAL CORD STEREOTACTIC METHOD PRQ
63610,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Stereotaxis Procedures on the Spine and Spinal Cord,,,STRTCTC STIMJ SPI CORD PRQ SPX N/FLWD OTH SURG
63615,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,,,,STRTCTC BX ASPIRAT/EXC LESION SPINAL CORD
63620,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Stereotactic Radiosurgery (Spinal) Procedures on the Spine and Spinal Cord,,,STEREOTACTIC RADIOSURGERY 1 SPINAL LESION
63621,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Stereotactic Radiosurgery (Spinal) Procedures on the Spine and Spinal Cord,,,STEREOTACTIC RADIOSURGERY EA ADDL SPINAL LESION
63650,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Neurostimulators (Spinal) Procedures,,,PRQ IMPLTJ NSTIM ELECTRODE ARRAY EPIDURAL
63655,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Neurostimulators (Spinal) Procedures,,,LAM IMPLTJ NSTIM ELTRDS PLATE/PADDLE EDRL
63660,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Neurostimulators (Spinal) Procedures,,,REVJ/RMVL SPI NSTIM ELTRD PRQ RA/PLATE/PADDLE
63661,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Neurostimulators (Spinal) Procedures,,,RMVL SPINAL NSTIM ELTRD PRQ ARRAY INCL FLUOR
63662,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Neurostimulators (Spinal) Procedures,,,RMVL SPINAL NSTIM ELTRD PLATE/PADDLE INCL FLUOR
63663,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Neurostimulators (Spinal) Procedures,,,REVJ INCL RPLCMT NSTIM ELTRD PRQ RA INCL FLUOR
63664,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Neurostimulators (Spinal) Procedures,,,REVJ INCL RPLCMT NSTIM ELTRD PLT/PDLE INCL FLUOR
63685,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Neurostimulators (Spinal) Procedures,,,INSJ/RPLCMT SPINAL NPG/RCVR POCKET CRTJ&CONNJ
63688,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Neurostimulators (Spinal) Procedures,,,REVJ/RMVL IMPLANTED SPINAL NEUROSTIM GENERATOR
63700,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Repair Procedures on the Spine and Spinal Cord,,,REPAIR MENINGOCELE </5 CM DIAMETER
63702,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Repair Procedures on the Spine and Spinal Cord,,,REPAIR MENINGOCELE > 5 CM DIAMETER
63704,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Repair Procedures on the Spine and Spinal Cord,,,REPAIR MYELOMENINGOCELE </5 CM DIAMETER
63706,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Repair Procedures on the Spine and Spinal Cord,,,REPAIR MYELOMENINGOCELE > 5 CM DIAMETER
63707,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Repair Procedures on the Spine and Spinal Cord,,,RPR DURAL/CEREBROSPINAL FLUID LEAK X REQ LAM
63709,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Repair Procedures on the Spine and Spinal Cord,,,RPR DURAL/CSF LEAK/PSEUDOMENINGOCELE W/LAM
63710,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,Repair Procedures on the Spine and Spinal Cord,,,DURAL GRAFT SPINAL
63740,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,"Shunt, Spinal CSF Procedures ",,,CRTJ SHUNT LMBR SARACH-PRTL-PLEURAL/OTH W/LAM
63741,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,"Shunt, Spinal CSF Procedures ",,,CRTJ SHUNT LMBR SARACH-PRTL-PLEURAL PRQ X LAM
63744,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,"Shunt, Spinal CSF Procedures ",,,RPLCMT IRRIGATION/REVJ LUMBOSARACH SHUNT
63746,Surgery,Surgical Procedures on the Nervous System,Surgical Procedures on the Spine and Spinal Cord,"Shunt, Spinal CSF Procedures ",,,RMVL ENTIRE LUMBOSARACH SHUNT SYS W/O RPLCMT
64400,Surgery,Surgical Procedures on the Nervous System,"Surgical Procedures on the Extracranial Nerves, Peripheral Nerves, and Autonomic Nervous System ","Introduction/Injection of Anesthetic Agent (Nerve Block), Diagnostic or Therapeutic Procedures on the Extracranial Nerves, Peripheral Nerves, and Autonomic Nervous System ","Introduction/Injection of Anesthetic Agent (Nerve Block), Diagnostic or Therapeutic Procedures on the Somatic Nerves ",,NJX ANES TRIGEMINAL NRV ANY DIV/BRANCH
64402,Surgery,Surgical Procedures on the Nervous System,"Surgical Procedures on the Extracranial Nerves, Peripheral Nerves, and Autonomic Nervous System ","Introduction/Injection of Anesthetic Agent (Nerve Block), Diagnostic or Therapeutic Procedures on the Extracranial Nerves, Peripheral Nerves, and Autonomic Nervous System ","Introduction/Injection of Anesthetic Agent (Nerve Block), Diagnostic or Therapeutic Procedures on the Somatic Nerves ",,INJECTION ANESTHETIC AGENT FACIAL NERVE
64405,Surgery,Surgical Procedures on the Nervous System,"Surgical Procedures on the Extracranial Nerves, Peripheral Nerves, and Autonomic Nervous System ","Introduction/Injection of Anesthetic Agent (Nerve Block), Diagnostic or Therapeutic Procedures on the Extracranial Nerves, Peripheral Nerves, and Autonomic Nervous System ","Introduction/Injection of Anesthetic Agent (Nerve Block), Diagnostic or Therapeutic Procedures on the Somatic Nerves ",,INJECTION ANESTHETIC AGENT GREATER OCCIPITAL NRV
64408,Surgery,Surgical Procedures on the Nervous System,"Surgical Procedures on the Extracranial Nerves, Peripheral Nerves, and Autonomic Nervous System ","Introduction/Injection of Anesthetic Agent (Nerve Block), Diagnostic or Therapeutic Procedures on the Extracranial Nerves, Peripheral Nerves, and Autonomic Nervous System ","Introduction/Injection of Anesthetic Agent (Nerve Block), Diagnostic or Therapeutic Procedures on the Somatic Nerves ",,INJECTION ANESTHETIC AGENT VAGUS NERVE
64410,Surgery,Surgical Procedures on the Nervous System,"Surgical Procedures on the Extracranial Nerves, Peripheral Nerves, and Autonomic Nervous System ","Introduction/Injection of Anesthetic Agent (Nerve Block), Diagnostic or Therapeutic Procedures on the Extracranial Nerves, Peripheral Nerves, and Autonomic Nervous System ","Introduction/Injection of Anesthetic Agent (Nerve Block), Diagnostic or Therapeutic Procedures on the Somatic Nerves ",,INJECTION ANESTHETIC AGENT PHRENIC NERVE
64412,Surgery,Surgical Procedures on the Nervous System,"Surgical Procedures on the Extracranial Nerves, Peripheral Nerves, and Autonomic Nervous System ","Introduction/Injection of Anesthetic Agent (Nerve Block), Diagnostic or Therapeutic Procedures on the Extracranial Nerves, Peripheral Nerves, and Autonomic Nervous System ","Introduction/Injection of Anesthetic Agent (Nerve Block), Diagnostic or Therapeutic Procedures on the Somatic Nerves ",,INJECTION ANESTHETIC AGENT SPINAL ACCESSORY NRV
64413,Surgery,Surgical Procedures on the Nervous System,"Surgical Procedures on the Extracranial Nerves, Peripheral Nerves, and Autonomic Nervous System ","Introduction/Injection of Anesthetic Agent (Nerve Block), Diagnostic or Therapeutic Procedures on the Extracranial Nerves, Peripheral Nerves, and Autonomic Nervous System ","Introduction/Injection of Anesthetic Agent (Nerve Block), Diagnostic or Therapeutic Procedures on the Somatic Nerves ",,INJECTION ANESTHETIC AGENT CERVICAL PLEXUS
64415,Surgery,Surgical Procedures on the Nervous System,"Surgical Procedures on the Extracranial Nerves, Peripheral Nerves, and Autonomic Nervous System ","Introduction/Injection of Anesthetic Agent (Nerve Block), Diagnostic or Therapeutic Procedures on the Extracranial Nerves, Peripheral Nerves, and Autonomic Nervous System ","Introduction/Injection of Anesthetic Agent (Nerve Block), Diagnostic or Therapeutic Procedures on the Somatic Nerves ",,SINGLE NERVE BLOCK INJECTION ARM NERVE
